zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
27880,35.73656,-78.08912,Sims,NC,North Carolina,TRUE,,3969,60,37195,Wilson,"{""37195"": 96.07, ""37127"": 3.93}",Wilson|Nash,37195|37127,FALSE,FALSE,America/New_York
27881,35.9702,-77.44228,Speed,NC,North Carolina,TRUE,,16,70.4,37065,Edgecombe,"{""37065"": 100}",Edgecombe,37065,FALSE,FALSE,America/New_York
27882,35.94222,-78.11825,Spring Hope,NC,North Carolina,TRUE,,8193,30.5,37127,Nash,"{""37127"": 78.09, ""37069"": 21.91}",Nash|Franklin,37127|37069,FALSE,FALSE,America/New_York
27883,35.59141,-77.80095,Stantonsburg,NC,North Carolina,TRUE,,3751,18.4,37195,Wilson,"{""37195"": 47.81, ""37079"": 36.65, ""37191"": 15.55}",Wilson|Greene|Wayne,37195|37079|37191,FALSE,FALSE,America/New_York
27884,35.70771,-77.27176,Stokes,NC,North Carolina,TRUE,,1541,16.6,37147,Pitt,"{""37147"": 100}",Pitt,37147,FALSE,FALSE,America/New_York
27885,35.44429,-76.23125,Swanquarter,NC,North Carolina,TRUE,,734,2.3,37095,Hyde,"{""37095"": 100}",Hyde,37095,FALSE,FALSE,America/New_York
27886,35.90369,-77.52248,Tarboro,NC,North Carolina,TRUE,,18341,37,37065,Edgecombe,"{""37065"": 96.99, ""37147"": 3.01}",Edgecombe|Pitt,37065|37147,FALSE,FALSE,America/New_York
27888,35.59589,-77.70448,Walstonburg,NC,North Carolina,TRUE,,1814,12.4,37079,Greene,"{""37079"": 72.92, ""37195"": 17.01, ""37147"": 10.07}",Greene|Wilson|Pitt,37079|37195|37147,FALSE,FALSE,America/New_York
27889,35.58909,-77.02386,Washington,NC,North Carolina,TRUE,,24515,53.7,37013,Beaufort,"{""37013"": 90.25, ""37147"": 7.74, ""37117"": 2.01}",Beaufort|Pitt|Martin,37013|37147|37117,FALSE,FALSE,America/New_York
27890,36.41505,-77.59194,Weldon,NC,North Carolina,TRUE,,2341,98.2,37083,Halifax,"{""37083"": 100}",Halifax,37083,FALSE,FALSE,America/New_York
27891,36.09968,-77.74103,Whitakers,NC,North Carolina,TRUE,,4812,13.2,37127,Nash,"{""37127"": 47.81, ""37065"": 45.21, ""37083"": 6.98}",Nash|Edgecombe|Halifax,37127|37065|37083,FALSE,FALSE,America/New_York
27892,35.81844,-77.06434,Williamston,NC,North Carolina,TRUE,,13960,29.1,37117,Martin,"{""37117"": 99.57, ""37013"": 0.43}",Martin|Beaufort,37117|37013,FALSE,FALSE,America/New_York
27893,35.69351,-77.90458,Wilson,NC,North Carolina,TRUE,,38929,137.9,37195,Wilson,"{""37195"": 100}",Wilson,37195,FALSE,FALSE,America/New_York
27896,35.79303,-77.97399,Wilson,NC,North Carolina,TRUE,,19467,213.8,37195,Wilson,"{""37195"": 67.72, ""37127"": 32.28}",Wilson|Nash,37195|37127,FALSE,FALSE,America/New_York
27897,36.3246,-77.20969,Woodland,NC,North Carolina,TRUE,,1303,11.4,37131,Northampton,"{""37131"": 79.63, ""37091"": 20.37}",Northampton|Hertford,37131|37091,FALSE,FALSE,America/New_York
27909,36.29548,-76.28394,Elizabeth City,NC,North Carolina,TRUE,,40490,68.9,37139,Pasquotank,"{""37139"": 100}",Pasquotank,37139,FALSE,FALSE,America/New_York
27910,36.27996,-76.99281,Ahoskie,NC,North Carolina,TRUE,,10971,29,37091,Hertford,"{""37091"": 69.7, ""37015"": 30.3}",Hertford|Bertie,37091|37015,FALSE,FALSE,America/New_York
27915,35.40794,-75.49465,Avon,NC,North Carolina,TRUE,,370,17.5,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27916,36.32933,-75.91996,Aydlett,NC,North Carolina,TRUE,,884,40.2,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27917,36.36071,-75.99071,Barco,NC,North Carolina,TRUE,,720,14.1,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27919,36.31178,-76.50293,Belvidere,NC,North Carolina,TRUE,,785,5.1,37143,Perquimans,"{""37143"": 90.38, ""37041"": 9.62}",Perquimans|Chowan,37143|37041,FALSE,FALSE,America/New_York
27920,35.25109,-75.54755,Buxton,NC,North Carolina,TRUE,,1477,72.7,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27921,36.3446,-76.15512,Camden,NC,North Carolina,TRUE,,4696,28.4,37029,Camden,"{""37029"": 100}",Camden,37029,FALSE,FALSE,America/New_York
27922,36.32118,-76.84837,Cofield,NC,North Carolina,TRUE,,838,7.6,37091,Hertford,"{""37091"": 100}",Hertford,37091,FALSE,FALSE,America/New_York
27923,36.38852,-75.93562,Coinjock,NC,North Carolina,TRUE,,572,42.7,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27924,36.17835,-76.83822,Colerain,NC,North Carolina,TRUE,,2401,9.5,37015,Bertie,"{""37015"": 91.63, ""37091"": 8.37}",Bertie|Hertford,37015|37091,FALSE,FALSE,America/New_York
27925,35.84336,-76.18349,Columbia,NC,North Carolina,TRUE,,3117,4,37177,Tyrrell,"{""37177"": 100}",Tyrrell,37177,FALSE,FALSE,America/New_York
27926,36.51687,-76.60288,Corapeake,NC,North Carolina,TRUE,,2027,21.6,37073,Gates,"{""37073"": 100}",Gates,37073,FALSE,FALSE,America/New_York
27927,36.4131,-75.8497,Corolla,NC,North Carolina,TRUE,,1279,18.6,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27928,35.80857,-76.43579,Creswell,NC,North Carolina,TRUE,,1865,4.8,37187,Washington,"{""37187"": 72.98, ""37177"": 27.02}",Washington|Tyrrell,37187|37177,FALSE,FALSE,America/New_York
27929,36.42407,-76.02534,Currituck,NC,North Carolina,TRUE,,3403,84.8,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27932,36.10223,-76.59414,Edenton,NC,North Carolina,TRUE,,12881,38.1,37041,Chowan,"{""37041"": 90.92, ""37143"": 9.08}",Chowan|Perquimans,37041|37143,FALSE,FALSE,America/New_York
27935,36.43026,-76.85962,Eure,NC,North Carolina,TRUE,,1667,10.6,37073,Gates,"{""37073"": 100}",Gates,37073,FALSE,FALSE,America/New_York
27936,35.24224,-75.60547,Frisco,NC,North Carolina,TRUE,,659,48.8,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27937,36.50453,-76.77726,Gates,NC,North Carolina,TRUE,,3050,14.6,37073,Gates,"{""37073"": 100}",Gates,37073,FALSE,FALSE,America/New_York
27938,36.38422,-76.71628,Gatesville,NC,North Carolina,TRUE,,1764,13.3,37073,Gates,"{""37073"": 100}",Gates,37073,FALSE,FALSE,America/New_York
27939,36.23528,-75.87689,Grandy,NC,North Carolina,TRUE,,2407,121.7,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27941,36.09147,-75.81678,Harbinger,NC,North Carolina,TRUE,,493,74.9,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27942,36.28785,-76.7597,Harrellsville,NC,North Carolina,TRUE,,684,9.5,37091,Hertford,"{""37091"": 100}",Hertford,37091,FALSE,FALSE,America/New_York
27943,35.21432,-75.69363,Hatteras,NC,North Carolina,TRUE,,458,66,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27944,36.17908,-76.41446,Hertford,NC,North Carolina,TRUE,,11204,24.7,37143,Perquimans,"{""37143"": 100}",Perquimans,37143,FALSE,FALSE,America/New_York
27946,36.35901,-76.59648,Hobbsville,NC,North Carolina,TRUE,,1155,10.2,37073,Gates,"{""37073"": 87.19, ""37041"": 12.81}",Gates|Chowan,37073|37041,FALSE,FALSE,America/New_York
27947,36.20278,-75.86922,Jarvisburg,NC,North Carolina,TRUE,,1183,44.2,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27948,36.01761,-75.68663,Kill Devil Hills,NC,North Carolina,TRUE,,12579,524.7,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27949,36.10814,-75.73112,Kitty Hawk,NC,North Carolina,TRUE,,7874,200.4,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27950,36.52599,-76.00081,Knotts Island,NC,North Carolina,TRUE,,1819,23.6,37053,Currituck,"{""37053"": 99.83, ""51810"": 0.17}",Currituck|Virginia Beach,37053|51810,FALSE,FALSE,America/New_York
27953,35.79298,-75.8685,Manns Harbor,NC,North Carolina,TRUE,,774,1.1,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27954,35.91056,-75.68202,Manteo,NC,North Carolina,TRUE,,6937,302.5,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27956,36.39999,-76.00115,Maple,NC,North Carolina,TRUE,,174,24.4,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27957,36.05577,-76.76293,Merry Hill,NC,North Carolina,TRUE,,1342,9.6,37015,Bertie,"{""37015"": 100}",Bertie,37015,FALSE,FALSE,America/New_York
27958,36.48971,-76.15378,Moyock,NC,North Carolina,TRUE,,12612,61,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27959,35.88566,-75.59641,Nags Head,NC,North Carolina,TRUE,,3158,83,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27960,35.12593,-75.92165,Ocracoke,NC,North Carolina,TRUE,,715,31.7,37095,Hyde,"{""37095"": 100}",Hyde,37095,FALSE,FALSE,America/New_York
27962,35.78437,-76.75026,Plymouth,NC,North Carolina,TRUE,,6959,31.6,37187,Washington,"{""37187"": 93.12, ""37013"": 6.88}",Washington|Beaufort,37187|37013,FALSE,FALSE,America/New_York
27964,36.10074,-75.80438,Point Harbor,NC,North Carolina,TRUE,,673,158.9,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27965,36.28404,-75.92681,Poplar Branch,NC,North Carolina,TRUE,,354,7.6,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27966,36.13325,-75.83833,Powells Point,NC,North Carolina,TRUE,,1165,42.1,37053,Currituck,"{""37053"": 100}",Currituck,37053,FALSE,FALSE,America/New_York
27967,36.22232,-76.90838,Powellsville,NC,North Carolina,TRUE,,404,27.2,37015,Bertie,"{""37015"": 100}",Bertie,37015,FALSE,FALSE,America/New_York
27968,35.68549,-75.49195,Rodanthe,NC,North Carolina,TRUE,,184,9.4,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27969,36.4633,-76.80259,Roduco,NC,North Carolina,TRUE,,286,42.6,37073,Gates,"{""37073"": 100}",Gates,37073,FALSE,FALSE,America/New_York
27970,35.87596,-76.57945,Roper,NC,North Carolina,TRUE,,2799,9.1,37187,Washington,"{""37187"": 100}",Washington,37187,FALSE,FALSE,America/New_York
27972,35.55427,-75.46986,Salvo,NC,North Carolina,TRUE,,210,82.5,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27973,36.36448,-76.07058,Shawboro,NC,North Carolina,TRUE,,1266,13.2,37053,Currituck,"{""37053"": 62.53, ""37029"": 37.47}",Currituck|Camden,37053|37029,FALSE,FALSE,America/New_York
27974,36.23941,-76.00264,Shiloh,NC,North Carolina,TRUE,,1097,9.3,37029,Camden,"{""37029"": 100}",Camden,37029,FALSE,FALSE,America/New_York
27976,36.48185,-76.34005,South Mills,NC,North Carolina,TRUE,,4330,14.3,37029,Camden,"{""37029"": 100}",Camden,37029,FALSE,FALSE,America/New_York
27978,35.66438,-75.76959,Stumpy Point,NC,North Carolina,TRUE,,341,4.5,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27979,36.44072,-76.56243,Sunbury,NC,North Carolina,TRUE,,681,3.7,37073,Gates,"{""37073"": 100}",Gates,37073,FALSE,FALSE,America/New_York
27980,36.24292,-76.62161,Tyner,NC,North Carolina,TRUE,,1572,12.5,37041,Chowan,"{""37041"": 87.6, ""37143"": 12.4}",Chowan|Perquimans,37041|37143,FALSE,FALSE,America/New_York
27981,35.85602,-75.64041,Wanchese,NC,North Carolina,TRUE,,2009,85.1,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27982,35.5635,-75.46466,Waves,NC,North Carolina,TRUE,,130,75.9,37055,Dare,"{""37055"": 100}",Dare,37055,FALSE,FALSE,America/New_York
27983,35.98198,-76.94704,Windsor,NC,North Carolina,TRUE,,8227,10,37015,Bertie,"{""37015"": 100}",Bertie,37015,FALSE,FALSE,America/New_York
27985,36.22085,-76.46928,Winfall,NC,North Carolina,TRUE,,325,477.7,37143,Perquimans,"{""37143"": 100}",Perquimans,37143,FALSE,FALSE,America/New_York
27986,36.3891,-76.92816,Winton,NC,North Carolina,TRUE,,1875,50.6,37091,Hertford,"{""37091"": 100}",Hertford,37091,FALSE,FALSE,America/New_York
28001,35.33594,-80.20419,Albemarle,NC,North Carolina,TRUE,,25949,76.3,37167,Stanly,"{""37167"": 100}",Stanly,37167,FALSE,FALSE,America/New_York
28006,35.40664,-81.0926,Alexis,NC,North Carolina,TRUE,,1206,101.1,37071,Gaston,"{""37071"": 51.42, ""37109"": 48.58}",Gaston|Lincoln,37071|37109,FALSE,FALSE,America/New_York
28007,35.12169,-80.13052,Ansonville,NC,North Carolina,TRUE,,913,38.6,37007,Anson,"{""37007"": 100}",Anson,37007,FALSE,FALSE,America/New_York
28009,35.40826,-80.10743,Badin,NC,North Carolina,TRUE,,1216,165.5,37167,Stanly,"{""37167"": 100}",Stanly,37167,FALSE,FALSE,America/New_York
28012,35.21054,-81.04077,Belmont,NC,North Carolina,TRUE,,26027,368.7,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28016,35.31729,-81.28737,Bessemer City,NC,North Carolina,TRUE,,13234,118.9,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28017,35.24708,-81.67059,Boiling Springs,NC,North Carolina,TRUE,,483,1085.8,37045,Cleveland,"{""37045"": 100}",Cleveland,37045,FALSE,FALSE,America/New_York
28018,35.48458,-81.79393,Bostic,NC,North Carolina,TRUE,,4516,17.5,37161,Rutherford,"{""37161"": 100}",Rutherford,37161,FALSE,FALSE,America/New_York
28019,35.28395,-81.79396,Caroleen,NC,North Carolina,TRUE,,0,0,37161,Rutherford,"{""37161"": 100}",Rutherford,37161,FALSE,FALSE,America/New_York
28020,35.52408,-81.64328,Casar,NC,North Carolina,TRUE,,2450,20.4,37045,Cleveland,"{""37045"": 87.31, ""37161"": 12.69}",Cleveland|Rutherford,37045|37161,FALSE,FALSE,America/New_York
28021,35.39952,-81.41035,Cherryville,NC,North Carolina,TRUE,,13702,89.9,37071,Gaston,"{""37071"": 43.01, ""37109"": 32.25, ""37045"": 24.74}",Gaston|Lincoln|Cleveland,37071|37109|37045,FALSE,FALSE,America/New_York
28023,35.56922,-80.60321,China Grove,NC,North Carolina,TRUE,,15703,130.3,37159,Rowan,"{""37159"": 100}",Rowan,37159,FALSE,FALSE,America/New_York
28024,35.24347,-81.77066,Cliffside,NC,North Carolina,TRUE,,24,32.7,37161,Rutherford,"{""37161"": 100}",Rutherford,37161,FALSE,FALSE,America/New_York
28025,35.38095,-80.52719,Concord,NC,North Carolina,TRUE,,57384,204.4,37025,Cabarrus,"{""37025"": 100}",Cabarrus,37025,FALSE,FALSE,America/New_York
28027,35.40879,-80.67524,Concord,NC,North Carolina,TRUE,,79079,442.5,37025,Cabarrus,"{""37025"": 100}",Cabarrus,37025,FALSE,FALSE,America/New_York
28031,35.47539,-80.89344,Cornelius,NC,North Carolina,TRUE,,30324,837.5,37119,Mecklenburg,"{""37119"": 100}",Mecklenburg,37119,FALSE,FALSE,America/New_York
28032,35.23354,-81.07925,Cramerton,NC,North Carolina,TRUE,,2925,544.4,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28033,35.42005,-81.3239,Crouse,NC,North Carolina,TRUE,,2738,65.5,37109,Lincoln,"{""37109"": 63.4, ""37071"": 36.6}",Lincoln|Gaston,37109|37071,FALSE,FALSE,America/New_York
28034,35.35323,-81.18016,Dallas,NC,North Carolina,TRUE,,19063,161.2,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28036,35.48586,-80.79375,Davidson,NC,North Carolina,TRUE,,21492,354.2,37119,Mecklenburg,"{""37119"": 59.06, ""37025"": 32.73, ""37097"": 7.89, ""37159"": 0.32}",Mecklenburg|Cabarrus|Iredell|Rowan,37119|37025|37097|37159,FALSE,FALSE,America/New_York
28037,35.5064,-81.01712,Denver,NC,North Carolina,TRUE,,24834,214.4,37109,Lincoln,"{""37109"": 89.75, ""37035"": 10.25}",Lincoln|Catawba,37109|37035,FALSE,FALSE,America/New_York
28039,35.6803,-80.43626,East Spencer,NC,North Carolina,TRUE,,21,137.9,37159,Rowan,"{""37159"": 100}",Rowan,37159,FALSE,FALSE,America/New_York
28040,35.38738,-81.74762,Ellenboro,NC,North Carolina,TRUE,,7061,40.2,37161,Rutherford,"{""37161"": 96.15, ""37045"": 3.85}",Rutherford|Cleveland,37161|37045,FALSE,FALSE,America/New_York
28041,35.58747,-80.46249,Faith,NC,North Carolina,TRUE,,2,16.3,37159,Rowan,"{""37159"": 100}",Rowan,37159,FALSE,FALSE,America/New_York
28042,35.42334,-81.50747,Fallston,NC,North Carolina,TRUE,,337,258.2,37045,Cleveland,"{""37045"": 100}",Cleveland,37045,FALSE,FALSE,America/New_York
28043,35.31301,-81.86971,Forest City,NC,North Carolina,TRUE,,21264,123.9,37161,Rutherford,"{""37161"": 100}",Rutherford,37161,FALSE,FALSE,America/New_York
28052,35.22492,-81.23266,Gastonia,NC,North Carolina,TRUE,,35894,334.7,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28054,35.26128,-81.15072,Gastonia,NC,North Carolina,TRUE,,40345,805.7,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28056,35.21768,-81.12503,Gastonia,NC,North Carolina,TRUE,,35493,283.9,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28071,35.51859,-80.32175,Gold Hill,NC,North Carolina,TRUE,,2996,23.7,37159,Rowan,"{""37159"": 66.85, ""37025"": 26.62, ""37167"": 6.53}",Rowan|Cabarrus|Stanly,37159|37025|37167,FALSE,FALSE,America/New_York
28072,35.61326,-80.44241,Granite Quarry,NC,North Carolina,TRUE,,662,320.4,37159,Rowan,"{""37159"": 100}",Rowan,37159,FALSE,FALSE,America/New_York
28073,35.19776,-81.48126,Grover,NC,North Carolina,TRUE,,6588,98.9,37045,Cleveland,"{""37045"": 100}",Cleveland,37045,FALSE,FALSE,America/New_York
28074,35.23933,-81.8783,Harris,NC,North Carolina,TRUE,,0,0,37161,Rutherford,"{""37161"": 100}",Rutherford,37161,FALSE,FALSE,America/New_York
28075,35.30192,-80.63929,Harrisburg,NC,North Carolina,TRUE,,21914,401,37025,Cabarrus,"{""37025"": 100}",Cabarrus,37025,FALSE,FALSE,America/New_York
28076,35.25904,-81.79074,Henrietta,NC,North Carolina,TRUE,,152,56.1,37161,Rutherford,"{""37161"": 100}",Rutherford,37161,FALSE,FALSE,America/New_York
28077,35.40413,-81.20284,High Shoals,NC,North Carolina,TRUE,,389,257,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28078,35.40545,-80.86633,Huntersville,NC,North Carolina,TRUE,,68639,415.9,37119,Mecklenburg,"{""37119"": 98.19, ""37025"": 1.81}",Mecklenburg|Cabarrus,37119|37025,FALSE,FALSE,America/New_York
28079,35.1132,-80.60183,Indian Trail,NC,North Carolina,TRUE,,40539,335.8,37179,Union,"{""37179"": 100}",Union,37179,FALSE,FALSE,America/New_York
28080,35.45269,-81.10995,Iron Station,NC,North Carolina,TRUE,,7830,75.1,37109,Lincoln,"{""37109"": 99.56, ""37071"": 0.44}",Lincoln|Gaston,37109|37071,FALSE,FALSE,America/New_York
28081,35.50199,-80.67024,Kannapolis,NC,North Carolina,TRUE,,27527,351.1,37025,Cabarrus,"{""37025"": 50.62, ""37159"": 49.38}",Cabarrus|Rowan,37025|37159,FALSE,FALSE,America/New_York
28083,35.49108,-80.58092,Kannapolis,NC,North Carolina,TRUE,,25746,497.1,37025,Cabarrus,"{""37025"": 75.27, ""37159"": 24.73}",Cabarrus|Rowan,37025|37159,FALSE,FALSE,America/New_York
28086,35.24381,-81.37028,Kings Mountain,NC,North Carolina,TRUE,,28652,122.2,37045,Cleveland,"{""37045"": 74.2, ""37071"": 25.8}",Cleveland|Gaston,37045|37071,FALSE,FALSE,America/New_York
28088,35.54437,-80.61463,Landis,NC,North Carolina,TRUE,,3094,421,37159,Rowan,"{""37159"": 100}",Rowan,37159,FALSE,FALSE,America/New_York
28089,35.3202,-81.66067,Lattimore,NC,North Carolina,TRUE,,142,131.4,37045,Cleveland,"{""37045"": 100}",Cleveland,37045,FALSE,FALSE,America/New_York
28090,35.45987,-81.55957,Lawndale,NC,North Carolina,TRUE,,7998,32.9,37045,Cleveland,"{""37045"": 94.26, ""37109"": 3.46, ""37023"": 1.22, ""37035"": 1.06}",Cleveland|Lincoln|Burke|Catawba,37045|37109|37023|37035,FALSE,FALSE,America/New_York
28091,34.98628,-79.93171,Lilesville,NC,North Carolina,TRUE,,1887,7.8,37007,Anson,"{""37007"": 100}",Anson,37007,FALSE,FALSE,America/New_York
28092,35.48404,-81.25391,Lincolnton,NC,North Carolina,TRUE,,41002,132,37109,Lincoln,"{""37109"": 87.49, ""37071"": 7.89, ""37035"": 4.62}",Lincoln|Gaston|Catawba,37109|37071|37035,FALSE,FALSE,America/New_York
28097,35.29675,-80.39327,Locust,NC,North Carolina,TRUE,,7162,91.9,37167,Stanly,"{""37167"": 98.05, ""37025"": 1.95}",Stanly|Cabarrus,37167|37025,FALSE,FALSE,America/New_York
28098,35.27057,-81.09749,Lowell,NC,North Carolina,TRUE,,3573,378.8,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28101,35.25703,-81.07572,McAdenville,NC,North Carolina,TRUE,,1048,793,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28102,34.81482,-79.97663,McFarlan,NC,North Carolina,TRUE,,111,46.6,37007,Anson,"{""37007"": 100}",Anson,37007,FALSE,FALSE,America/New_York
28103,35.0037,-80.35316,Marshville,NC,North Carolina,TRUE,,10499,26.5,37179,Union,"{""37179"": 97.52, ""37007"": 2.48}",Union|Anson,37179|37007,FALSE,FALSE,America/New_York
28104,35.06017,-80.69666,Matthews,NC,North Carolina,TRUE,,35285,460.2,37179,Union,"{""37179"": 96.91, ""37119"": 3.09}",Union|Mecklenburg,37179|37119,FALSE,FALSE,America/New_York
28105,35.11914,-80.71116,Matthews,NC,North Carolina,TRUE,,44899,746.2,37119,Mecklenburg,"{""37119"": 98.57, ""37179"": 1.43}",Mecklenburg|Union,37119|37179,FALSE,FALSE,America/New_York
28107,35.24992,-80.52115,Midland,NC,North Carolina,TRUE,,9353,73.9,37025,Cabarrus,"{""37025"": 91.45, ""37119"": 3.87, ""37179"": 3.08, ""37167"": 1.6}",Cabarrus|Mecklenburg|Union|Stanly,37025|37119|37179|37167,FALSE,FALSE,America/New_York
28108,34.93411,-80.67975,Mineral Springs,NC,North Carolina,TRUE,,27,50.8,37179,Union,"{""37179"": 100}",Union,37179,FALSE,FALSE,America/New_York
28109,35.48609,-80.28628,Misenheimer,NC,North Carolina,TRUE,,641,429.6,37167,Stanly,"{""37167"": 100}",Stanly,37167,FALSE,FALSE,America/New_York
28110,35.06552,-80.52781,Monroe,NC,North Carolina,TRUE,,54577,165.4,37179,Union,"{""37179"": 100}",Union,37179,FALSE,FALSE,America/New_York
28112,34.89355,-80.54113,Monroe,NC,North Carolina,TRUE,,27845,81.4,37179,Union,"{""37179"": 100}",Union,37179,FALSE,FALSE,America/New_York
28114,35.23,-81.74814,Mooresboro,NC,North Carolina,TRUE,,7796,45.9,37045,Cleveland,"{""37045"": 54.43, ""37161"": 45.57}",Cleveland|Rutherford,37045|37161,FALSE,FALSE,America/New_York
28115,35.58001,-80.77477,Mooresville,NC,North Carolina,TRUE,,41386,214.1,37097,Iredell,"{""37097"": 70.68, ""37159"": 29.32}",Iredell|Rowan,37097|37159,FALSE,FALSE,America/New_York
28117,35.57405,-80.89658,Mooresville,NC,North Carolina,TRUE,,47574,469.8,37097,Iredell,"{""37097"": 100}",Iredell,37097,FALSE,FALSE,America/New_York
28119,34.85112,-80.01492,Morven,NC,North Carolina,TRUE,,2253,13,37007,Anson,"{""37007"": 100}",Anson,37007,FALSE,FALSE,America/New_York
28120,35.33305,-81.02692,Mount Holly,NC,North Carolina,TRUE,,23418,288.2,37071,Gaston,"{""37071"": 100}",Gaston,37071,FALSE,FALSE,America/New_York
28124,35.40136,-80.40406,Mount Pleasant,NC,North Carolina,TRUE,,6362,42.3,37025,Cabarrus,"{""37025"": 86.24, ""37167"": 13.76}",Cabarrus|Stanly,37025|37167,FALSE,FALSE,America/New_York
28125,35.66061,-80.69949,Mount Ulla,NC,North Carolina,TRUE,,2643,26.6,37159,Rowan,"{""37159"": 95.11, ""37097"": 4.89}",Rowan|Iredell,37159|37097,FALSE,FALSE,America/New_York
28127,35.44978,-80.16552,New London,NC,North Carolina,TRUE,,7257,37.6,37167,Stanly,"{""37167"": 60.29, ""37123"": 33.76, ""37057"": 4.99, ""37159"": 0.95}",Stanly|Montgomery|Davidson|Rowan,37167|37123|37057|37159,FALSE,FALSE,America/New_York
28128,35.21476,-80.15862,Norwood,NC,North Carolina,TRUE,,7602,42.9,37167,Stanly,"{""37167"": 100}",Stanly,37167,FALSE,FALSE,America/New_York
28129,35.23224,-80.32737,Oakboro,NC,North Carolina,TRUE,,5690,50.6,37167,Stanly,"{""37167"": 100}",Stanly,37167,FALSE,FALSE,America/New_York
28133,34.93468,-80.26239,Peachland,NC,North Carolina,TRUE,,2125,10,37007,Anson,"{""37007"": 95.64, ""37179"": 4.36}",Anson|Union,37007|37179,FALSE,FALSE,America/New_York
28134,35.08364,-80.89125,Pineville,NC,North Carolina,TRUE,,12746,590.1,37119,Mecklenburg,"{""37119"": 100}",Mecklenburg,37119,FALSE,FALSE,America/New_York
28135,35.03547,-80.21412,Polkton,NC,North Carolina,TRUE,,5417,20.7,37007,Anson,"{""37007"": 100}",Anson,37007,FALSE,FALSE,America/New_York
28136,35.4206,-81.64241,Polkville,NC,North Carolina,TRUE,,83,410,37045,Cleveland,"{""37045"": 100}",Cleveland,37045,FALSE,FALSE,America/New_York
28137,35.50009,-80.25783,Richfield,NC,North Carolina,TRUE,,2837,24.7,37167,Stanly,"{""37167"": 54.26, ""37159"": 45.74}",Stanly|Rowan,37167|37159,FALSE,FALSE,America/New_York
28138,35.52121,-80.44193,Rockwell,NC,North Carolina,TRUE,,10013,86,37159,Rowan,"{""37159"": 74.97, ""37025"": 25.03}",Rowan|Cabarrus,37159|37025,FALSE,FALSE,America/New_York
28139,35.34736,-81.99702,Rutherfordton,NC,North Carolina,TRUE,,18624,39.5,37161,Rutherford,"{""37161"": 86.68, ""37149"": 13.32}",Rutherford|Polk,37161|37149,FALSE,FALSE,America/New_York
